event_type,timestamp,node_id,node_addr,packet_id,source,dest,data_value,next_hop,routing_option,previous_hop
ROUTE,1092.586362,24,"[1,1]",33_1,"[6,6]","[24,2]",42.329848,"[1,3]",Down Tree,24
ROUTE,1092.586474,26,"[1,3]",33_1,"[6,6]","[24,2]",42.329848,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1092.586591,37,"[2,1]",33_1,"[6,6]","[24,2]",42.329848,"[2,5]",Down Tree,37
ROUTE,1092.586689,38,"[2,5]",33_1,"[6,6]","[24,2]",42.329848,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,1092.586792,48,"[10,1]",33_1,"[6,6]","[24,2]",42.329848,"[10,3]",Down Tree,48
ROUTE,1092.586879,59,"[10,3]",33_1,"[6,6]","[24,2]",42.329848,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,1092.586952,69,"[17,1]",33_1,"[6,6]","[24,2]",42.329848,"[24,254]",Cluster Routing Cluster,69
ROUTE,1092.587068,78,"[17,3]",33_1,"[6,6]","[24,2]",42.329848,"[24,2]",Cluster Routing Cluster,78
RECEIVE,1092.587187,89,"[24,2]",33_1,"[6,6]","[24,2]",42.329848,,,78
SEND,1093.043819,9,"[5,3]",9_0,"[5,3]","[6,7]",38.861738,,,
ROUTE,1093.043819,9,"[5,3]",9_0,"[5,3]","[6,7]",38.861738,"[5,254]",Up Tree,9
ROUTE,1093.043926,18,"[5,2]",9_0,"[5,3]","[6,7]",38.861738,"[2,4]",Up Tree,18
ROUTE,1093.044010,28,"[2,4]",9_0,"[5,3]","[6,7]",38.861738,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,1093.044124,37,"[2,1]",9_0,"[5,3]","[6,7]",38.861738,"[1,3]",Up Tree,37
ROUTE,1093.044241,26,"[1,3]",9_0,"[5,3]","[6,7]",38.861738,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1093.044354,24,"[1,1]",9_0,"[5,3]","[6,7]",38.861738,"[1,4]",Cluster Routing Cluster,24
ROUTE,1093.044442,23,"[1,4]",9_0,"[5,3]","[6,7]",38.861738,"[6,7]",Cluster Routing Cluster,23
RECEIVE,1093.044554,12,"[6,7]",9_0,"[5,3]","[6,7]",38.861738,,,23
SEND,1098.221928,3,"[12,1]",3_0,"[12,1]","[18,2]",35.195219,,,
SEND,1109.077992,41,"[14,1]",41_3,"[14,1]","[3,9]",38.668561,,,
SEND,1113.043045,42,"[16,4]",42_0,"[16,4]","[22,4]",33.122536,,,
ROUTE,1113.043045,42,"[16,4]",42_0,"[16,4]","[22,4]",33.122536,"[16,254]",Up Tree,42
ROUTE,1113.043101,43,"[16,1]",42_0,"[16,4]","[22,4]",33.122536,"[16,2]",Cluster Routing Cluster,43
SEND,1125.839466,97,"[29,1]",97_0,"[29,1]","[11,1]",23.978478,,,
SEND,1142.620576,93,"[34,2]",93_0,"[34,2]","[17,2]",19.124751,,,
ROUTE,1142.620576,93,"[34,2]",93_0,"[34,2]","[17,2]",19.124751,"[34,254]",Up Tree,93
ROUTE,1142.620693,82,"[27,2]",93_0,"[34,2]","[17,2]",19.124751,"[27,254]",Up Tree,82
ROUTE,1142.620791,71,"[27,1]",93_0,"[34,2]","[17,2]",19.124751,"[21,2]",Up Tree,71
ROUTE,1142.620893,61,"[21,2]",93_0,"[34,2]","[17,2]",19.124751,"[21,254]",Cluster Routing Router Gateway,71
ROUTE,1142.621004,50,"[14,4]",93_0,"[34,2]","[17,2]",19.124751,"[14,254]",Up Tree,50
ROUTE,1142.621102,40,"[14,2]",93_0,"[34,2]","[17,2]",19.124751,"[6,4]",Up Tree,40
ROUTE,1142.621194,31,"[6,4]",93_0,"[34,2]","[17,2]",19.124751,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1142.621293,22,"[6,1]",93_0,"[34,2]","[17,2]",19.124751,"[1,4]",Up Tree,22
ROUTE,1142.621388,23,"[1,4]",93_0,"[34,2]","[17,2]",19.124751,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1142.621476,24,"[1,1]",93_0,"[34,2]","[17,2]",19.124751,"[1,3]",Down Tree,24
ROUTE,1142.621589,26,"[1,3]",93_0,"[34,2]","[17,2]",19.124751,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1142.621706,37,"[2,1]",93_0,"[34,2]","[17,2]",19.124751,"[2,5]",Down Tree,37
ROUTE,1142.621803,38,"[2,5]",93_0,"[34,2]","[17,2]",19.124751,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,1142.621906,48,"[10,1]",93_0,"[34,2]","[17,2]",19.124751,"[10,5]",Cluster Routing Cluster,48
SEND,1144.058757,74,"[22,5]",74_12,"[22,5]","[29,3]",16.918137,,,
ROUTE,1144.058757,74,"[22,5]",74_12,"[22,5]","[29,3]",16.918137,"[31,2]",Cluster Routing Cluster,74
SEND,1144.211544,75,"[31,3]",75_2,"[31,3]","[5,1]",28.403353,,,
ROUTE,1144.211544,75,"[31,3]",75_2,"[31,3]","[5,1]",28.403353,"[31,254]",Up Tree,75
ROUTE,1144.211588,76,"[31,1]",75_2,"[31,3]","[5,1]",28.403353,"[24,5]",Up Tree,76
ROUTE,1144.211678,77,"[24,5]",75_2,"[31,3]","[5,1]",28.403353,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,1144.211759,78,"[17,3]",75_2,"[31,3]","[5,1]",28.403353,"[17,254]",Up Tree,78
ROUTE,1144.211875,69,"[17,1]",75_2,"[31,3]","[5,1]",28.403353,"[10,3]",Up Tree,69
ROUTE,1144.211948,59,"[10,3]",75_2,"[31,3]","[5,1]",28.403353,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1144.212035,48,"[10,1]",75_2,"[31,3]","[5,1]",28.403353,"[2,5]",Up Tree,48
ROUTE,1144.212138,38,"[2,5]",75_2,"[31,3]","[5,1]",28.403353,"[10,2]",Cluster Routing Cluster,38
SEND,1150.766171,86,"[29,3]",86_0,"[29,3]","[3,1]",47.795136,,,
SEND,1175.244778,64,"[22,4]",64_0,"[22,4]","[23,1]",37.388913,,,
ROUTE,1175.244778,64,"[22,4]",64_0,"[22,4]","[23,1]",37.388913,"[23,1]",Cluster Routing Cluster,64
RECEIVE,1175.244834,63,"[23,1]",64_0,"[22,4]","[23,1]",37.388913,,,64
SEND,1178.798845,17,"[5,3]",17_4,"[5,3]","[24,4]",41.959198,,,
SEND,1179.305607,91,"[33,1]",91_0,"[33,1]","[2,6]",41.295160,,,
ROUTE,1179.305607,91,"[33,1]",91_0,"[33,1]","[2,6]",41.295160,"[33,254]",Up Tree,91
ROUTE,1179.305671,81,"[26,3]",91_0,"[33,1]","[2,6]",41.295160,"[26,254]",Up Tree,81
ROUTE,1179.305779,70,"[26,1]",91_0,"[33,1]","[2,6]",41.295160,"[21,1]",Up Tree,70
ROUTE,1179.305847,60,"[21,1]",91_0,"[33,1]","[2,6]",41.295160,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,1179.305908,50,"[14,4]",91_0,"[33,1]","[2,6]",41.295160,"[14,254]",Up Tree,50
ROUTE,1179.306006,40,"[14,2]",91_0,"[33,1]","[2,6]",41.295160,"[6,4]",Up Tree,40
ROUTE,1179.306098,31,"[6,4]",91_0,"[33,1]","[2,6]",41.295160,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1179.306197,22,"[6,1]",91_0,"[33,1]","[2,6]",41.295160,"[1,4]",Up Tree,22
ROUTE,1179.306291,23,"[1,4]",91_0,"[33,1]","[2,6]",41.295160,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1179.306380,24,"[1,1]",91_0,"[33,1]","[2,6]",41.295160,"[1,3]",Cluster Routing Cluster,24
ROUTE,1179.306492,26,"[1,3]",91_0,"[33,1]","[2,6]",41.295160,"[2,6]",Cluster Routing Cluster,26
RECEIVE,1179.306597,27,"[2,6]",91_0,"[33,1]","[2,6]",41.295160,,,26
SEND,1183.534244,45,"[3,2]",45_6,"[3,2]","[2,2]",35.731961,,,
ROUTE,1183.534244,45,"[3,2]",45_6,"[3,2]","[2,2]",35.731961,"[3,254]",Cluster Routing Cluster,45
RECEIVE,1183.534312,35,"[2,2]",45_6,"[3,2]","[2,2]",35.731961,,,45
SEND,1205.212866,98,"[25,1]",98_0,"[25,1]","[16,4]",13.217374,,,
ROUTE,1205.212866,98,"[25,1]",98_0,"[25,1]","[16,4]",13.217374,"[25,254]",Up Tree,98
ROUTE,1205.212983,79,"[17,4]",98_0,"[25,1]","[16,4]",13.217374,"[17,254]",Up Tree,79
ROUTE,1205.213102,69,"[17,1]",98_0,"[25,1]","[16,4]",13.217374,"[10,3]",Up Tree,69
ROUTE,1205.213175,59,"[10,3]",98_0,"[25,1]","[16,4]",13.217374,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1205.213263,48,"[10,1]",98_0,"[25,1]","[16,4]",13.217374,"[2,5]",Up Tree,48
ROUTE,1205.213365,38,"[2,5]",98_0,"[25,1]","[16,4]",13.217374,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1205.213463,37,"[2,1]",98_0,"[25,1]","[16,4]",13.217374,"[1,3]",Up Tree,37
ROUTE,1205.213580,26,"[1,3]",98_0,"[25,1]","[16,4]",13.217374,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1205.213692,24,"[1,1]",98_0,"[25,1]","[16,4]",13.217374,"[1,4]",Down Tree,24
ROUTE,1205.213781,23,"[1,4]",98_0,"[25,1]","[16,4]",13.217374,"[6,5]",Cluster Routing Cluster,23
ROUTE,1205.213867,32,"[6,5]",98_0,"[25,1]","[16,4]",13.217374,"[16,4]",Cluster Routing Cluster,32
RECEIVE,1205.213960,42,"[16,4]",98_0,"[25,1]","[16,4]",13.217374,,,32
SEND,1235.627253,95,"[29,3]",95_1,"[29,3]","[5,4]",13.900684,,,
ROUTE,1235.627253,95,"[29,3]",95_1,"[29,3]","[5,4]",13.900684,"[29,254]",Up Tree,95
ROUTE,1235.627346,96,"[29,2]",95_1,"[29,3]","[5,4]",13.900684,"[24,3]",Up Tree,96
ROUTE,1235.627465,87,"[24,3]",95_1,"[29,3]","[5,4]",13.900684,"[24,254]",Cluster Routing Router Gateway,96
ROUTE,1235.627565,78,"[17,3]",95_1,"[29,3]","[5,4]",13.900684,"[17,254]",Up Tree,78
ROUTE,1235.627681,69,"[17,1]",95_1,"[29,3]","[5,4]",13.900684,"[10,3]",Up Tree,69
ROUTE,1235.627754,59,"[10,3]",95_1,"[29,3]","[5,4]",13.900684,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1235.627842,48,"[10,1]",95_1,"[29,3]","[5,4]",13.900684,"[2,5]",Up Tree,48
ROUTE,1235.627944,38,"[2,5]",95_1,"[29,3]","[5,4]",13.900684,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1235.628042,37,"[2,1]",95_1,"[29,3]","[5,4]",13.900684,"[2,4]",Down Tree,37
ROUTE,1235.628155,28,"[2,4]",95_1,"[29,3]","[5,4]",13.900684,"[5,1]",Cluster Routing Cluster,28
SEND,1242.456988,44,"[3,1]",44_14,"[3,1]","[11,1]",18.351160,,,
ROUTE,1242.456988,44,"[3,1]",44_14,"[3,1]","[11,1]",18.351160,"[3,254]",Up Tree,44
SEND,1245.462742,29,"[10,2]",29_1,"[10,2]","[3,9]",49.024952,,,
SEND,1248.678401,85,"[31,2]",85_1,"[31,2]","[4,2]",18.826817,,,
ROUTE,1248.678401,85,"[31,2]",85_1,"[31,2]","[4,2]",18.826817,"[31,3]",Cluster Routing Cluster,85
SEND,1256.706741,15,"[19,2]",15_1,"[19,2]","[14,3]",37.336237,,,
SEND,1258.825296,49,"[10,2]",49_1,"[10,2]","[31,3]",23.263577,,,
ROUTE,1258.825296,49,"[10,2]",49_1,"[10,2]","[31,3]",23.263577,"[10,254]",Up Tree,49
ROUTE,1258.825352,48,"[10,1]",49_1,"[10,2]","[31,3]",23.263577,"[10,3]",Down Tree,48
ROUTE,1258.825440,59,"[10,3]",49_1,"[10,2]","[31,3]",23.263577,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,1258.825513,69,"[17,1]",49_1,"[10,2]","[31,3]",23.263577,"[17,3]",Down Tree,69
ROUTE,1258.825629,78,"[17,3]",49_1,"[10,2]","[31,3]",23.263577,"[24,5]",Down Tree,78
ROUTE,1258.825709,77,"[24,5]",49_1,"[10,2]","[31,3]",23.263577,"[29,3]",Cluster Routing Cluster,77
SEND,1262.256726,75,"[31,3]",75_3,"[31,3]","[23,1]",38.572747,,,
ROUTE,1262.256726,75,"[31,3]",75_3,"[31,3]","[23,1]",38.572747,"[31,254]",Up Tree,75
ROUTE,1262.256771,76,"[31,1]",75_3,"[31,3]","[23,1]",38.572747,"[24,5]",Up Tree,76
ROUTE,1262.256861,77,"[24,5]",75_3,"[31,3]","[23,1]",38.572747,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,1262.256941,78,"[17,3]",75_3,"[31,3]","[23,1]",38.572747,"[17,254]",Up Tree,78
ROUTE,1262.257057,69,"[17,1]",75_3,"[31,3]","[23,1]",38.572747,"[10,3]",Up Tree,69
ROUTE,1262.257130,59,"[10,3]",75_3,"[31,3]","[23,1]",38.572747,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1262.257218,48,"[10,1]",75_3,"[31,3]","[23,1]",38.572747,"[2,5]",Up Tree,48
ROUTE,1262.257320,38,"[2,5]",75_3,"[31,3]","[23,1]",38.572747,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1262.257418,37,"[2,1]",75_3,"[31,3]","[23,1]",38.572747,"[1,3]",Up Tree,37
ROUTE,1262.257535,26,"[1,3]",75_3,"[31,3]","[23,1]",38.572747,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1262.257647,24,"[1,1]",75_3,"[31,3]","[23,1]",38.572747,"[1,4]",Down Tree,24
ROUTE,1262.257736,23,"[1,4]",75_3,"[31,3]","[23,1]",38.572747,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,1262.257830,22,"[6,1]",75_3,"[31,3]","[23,1]",38.572747,"[6,5]",Down Tree,22
ROUTE,1262.257897,32,"[6,5]",75_3,"[31,3]","[23,1]",38.572747,"[16,1]",Cluster Routing Router Gateway 2,22
ROUTE,1262.258013,43,"[16,1]",75_3,"[31,3]","[23,1]",38.572747,"[16,2]",Cluster Routing Cluster,43
SEND,1272.748529,58,"[10,5]",58_1,"[10,5]","[25,1]",15.056480,,,
ROUTE,1272.748529,58,"[10,5]",58_1,"[10,5]","[25,1]",15.056480,"[10,254]",Up Tree,58
ROUTE,1272.748589,48,"[10,1]",58_1,"[10,5]","[25,1]",15.056480,"[10,3]",Down Tree,48
ROUTE,1272.748676,59,"[10,3]",58_1,"[10,5]","[25,1]",15.056480,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,1272.748749,69,"[17,1]",58_1,"[10,5]","[25,1]",15.056480,"[25,254]",Cluster Routing Cluster,69
ROUTE,1272.748868,79,"[17,4]",58_1,"[10,5]","[25,1]",15.056480,"[25,1]",Cluster Routing Cluster,79
RECEIVE,1272.748985,98,"[25,1]",58_1,"[10,5]","[25,1]",15.056480,,,79
SEND,1276.666236,66,"[4,2]",66_28,"[4,2]","[25,1]",12.623639,,,
ROUTE,1276.666236,66,"[4,2]",66_28,"[4,2]","[25,1]",12.623639,"[4,254]",Up Tree,66
ROUTE,1276.666311,56,"[4,3]",66_28,"[4,2]","[25,1]",12.623639,"[2,3]",Up Tree,56
ROUTE,1276.666402,47,"[2,3]",66_28,"[4,2]","[25,1]",12.623639,"[2,254]",Cluster Routing Router Gateway,56
ROUTE,1276.666494,37,"[2,1]",66_28,"[4,2]","[25,1]",12.623639,"[2,5]",Down Tree,37
ROUTE,1276.666591,38,"[2,5]",66_28,"[4,2]","[25,1]",12.623639,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,1276.666694,48,"[10,1]",66_28,"[4,2]","[25,1]",12.623639,"[10,3]",Down Tree,48
ROUTE,1276.666781,59,"[10,3]",66_28,"[4,2]","[25,1]",12.623639,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,1276.666855,69,"[17,1]",66_28,"[4,2]","[25,1]",12.623639,"[25,254]",Cluster Routing Cluster,69
ROUTE,1276.666973,79,"[17,4]",66_28,"[4,2]","[25,1]",12.623639,"[25,1]",Cluster Routing Cluster,79
RECEIVE,1276.667090,98,"[25,1]",66_28,"[4,2]","[25,1]",12.623639,,,79
SEND,1279.625072,20,"[11,1]",20_3,"[11,1]","[29,3]",34.866374,,,
SEND,1286.232395,89,"[24,2]",89_1,"[24,2]","[32,1]",17.533406,,,
ROUTE,1286.232395,89,"[24,2]",89_1,"[24,2]","[32,1]",17.533406,"[24,254]",Up Tree,89
ROUTE,1286.232514,78,"[17,3]",89_1,"[24,2]","[32,1]",17.533406,"[17,254]",Up Tree,78
ROUTE,1286.232630,69,"[17,1]",89_1,"[24,2]","[32,1]",17.533406,"[10,3]",Up Tree,69
ROUTE,1286.232703,59,"[10,3]",89_1,"[24,2]","[32,1]",17.533406,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1286.232790,48,"[10,1]",89_1,"[24,2]","[32,1]",17.533406,"[2,5]",Up Tree,48
ROUTE,1286.232893,38,"[2,5]",89_1,"[24,2]","[32,1]",17.533406,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1286.232990,37,"[2,1]",89_1,"[24,2]","[32,1]",17.533406,"[1,3]",Up Tree,37
ROUTE,1286.233108,26,"[1,3]",89_1,"[24,2]","[32,1]",17.533406,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1286.233220,24,"[1,1]",89_1,"[24,2]","[32,1]",17.533406,"[1,4]",Down Tree,24
ROUTE,1286.233309,23,"[1,4]",89_1,"[24,2]","[32,1]",17.533406,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,1286.233403,22,"[6,1]",89_1,"[24,2]","[32,1]",17.533406,"[6,4]",Down Tree,22
ROUTE,1286.233502,31,"[6,4]",89_1,"[24,2]","[32,1]",17.533406,"[14,2]",Cluster Routing Router Gateway 2,22
ROUTE,1286.233594,40,"[14,2]",89_1,"[24,2]","[32,1]",17.533406,"[14,4]",Down Tree,40
ROUTE,1286.233692,50,"[14,4]",89_1,"[24,2]","[32,1]",17.533406,"[21,1]",Down Tree,50
ROUTE,1286.233753,60,"[21,1]",89_1,"[24,2]","[32,1]",17.533406,"[26,1]",Cluster Routing Router Gateway 2,50
ROUTE,1286.233821,70,"[26,1]",89_1,"[24,2]","[32,1]",17.533406,"[32,254]",Cluster Routing Cluster,70
ROUTE,1286.233890,80,"[26,2]",89_1,"[24,2]","[32,1]",17.533406,"[32,1]",Cluster Routing Cluster,80
RECEIVE,1286.233987,90,"[32,1]",89_1,"[24,2]","[32,1]",17.533406,,,80
SEND,1287.973912,10,"[18,2]",10_3,"[18,2]","[2,2]",15.845611,,,
SEND,1297.415622,57,"[4,2]",57_13,"[4,2]","[10,2]",34.748226,,,
ROUTE,1297.415622,57,"[4,2]",57_13,"[4,2]","[10,2]",34.748226,"[10,254]",Cluster Routing Cluster,57
ROUTE,1297.415733,48,"[10,1]",57_13,"[4,2]","[10,2]",34.748226,"[10,4]",Cluster Routing Cluster,48
SEND,1297.537857,73,"[28,1]",73_1,"[28,1]","[32,1]",33.248723,,,
SEND,1297.695138,55,"[4,4]",55_1,"[4,4]","[3,8]",46.617439,,,
ROUTE,1297.695138,55,"[4,4]",55_1,"[4,4]","[3,8]",46.617439,"[4,254]",Up Tree,55
ROUTE,1297.695217,56,"[4,3]",55_1,"[4,4]","[3,8]",46.617439,"[2,3]",Up Tree,56
ROUTE,1297.695309,47,"[2,3]",55_1,"[4,4]","[3,8]",46.617439,"[3,8]",Cluster Routing Cluster,47
SEND,1303.555257,67,"[24,4]",67_1,"[24,4]","[19,2]",21.461766,,,
ROUTE,1303.555257,67,"[24,4]",67_1,"[24,4]","[19,2]",21.461766,"[24,254]",Up Tree,67
ROUTE,1303.555357,78,"[17,3]",67_1,"[24,4]","[19,2]",21.461766,"[17,254]",Up Tree,78
ROUTE,1303.555472,69,"[17,1]",67_1,"[24,4]","[19,2]",21.461766,"[10,3]",Up Tree,69
ROUTE,1303.555546,59,"[10,3]",67_1,"[24,4]","[19,2]",21.461766,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1303.555633,48,"[10,1]",67_1,"[24,4]","[19,2]",21.461766,"[2,5]",Up Tree,48
ROUTE,1303.555736,38,"[2,5]",67_1,"[24,4]","[19,2]",21.461766,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1303.555833,37,"[2,1]",67_1,"[24,4]","[19,2]",21.461766,"[1,3]",Cluster Routing Cluster,37
ROUTE,1303.555950,26,"[1,3]",67_1,"[24,4]","[19,2]",21.461766,"[19,2]",Cluster Routing Cluster,26
RECEIVE,1303.556049,15,"[19,2]",67_1,"[24,4]","[19,2]",21.461766,,,26
SEND,1306.607127,46,"[2,2]",46_7,"[2,2]","[3,2]",19.755812,,,
ROUTE,1306.607127,46,"[2,2]",46_7,"[2,2]","[3,2]",19.755812,"[3,2]",Cluster Routing Cluster,46
RECEIVE,1306.607243,45,"[3,2]",46_7,"[2,2]","[3,2]",19.755812,,,46
SEND,1324.050095,19,"[5,1]",19_1,"[5,1]","[10,2]",49.576018,,,
ROUTE,1324.050095,19,"[5,1]",19_1,"[5,1]","[10,2]",49.576018,"[10,2]",Cluster Routing Cluster,19
RECEIVE,1324.050144,29,"[10,2]",19_1,"[5,1]","[10,2]",49.576018,,,19
SEND,1332.265960,8,"[5,4]",8_2,"[5,4]","[16,4]",39.902947,,,
ROUTE,1332.265960,8,"[5,4]",8_2,"[5,4]","[16,4]",39.902947,"[5,254]",Up Tree,8
ROUTE,1332.266009,18,"[5,2]",8_2,"[5,4]","[16,4]",39.902947,"[2,4]",Up Tree,18
ROUTE,1332.266093,28,"[2,4]",8_2,"[5,4]","[16,4]",39.902947,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,1332.266207,37,"[2,1]",8_2,"[5,4]","[16,4]",39.902947,"[1,3]",Up Tree,37
ROUTE,1332.266324,26,"[1,3]",8_2,"[5,4]","[16,4]",39.902947,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1332.266436,24,"[1,1]",8_2,"[5,4]","[16,4]",39.902947,"[1,4]",Down Tree,24
ROUTE,1332.266525,23,"[1,4]",8_2,"[5,4]","[16,4]",39.902947,"[6,5]",Cluster Routing Cluster,23
ROUTE,1332.266611,32,"[6,5]",8_2,"[5,4]","[16,4]",39.902947,"[16,4]",Cluster Routing Cluster,32
RECEIVE,1332.266704,42,"[16,4]",8_2,"[5,4]","[16,4]",39.902947,,,32
SEND,1339.406378,10,"[18,2]",10_4,"[18,2]","[4,2]",13.875131,,,
SEND,1341.212746,39,"[10,4]",39_1,"[10,4]","[16,4]",30.219234,,,
ROUTE,1341.212746,39,"[10,4]",39_1,"[10,4]","[16,4]",30.219234,"[10,254]",Up Tree,39
ROUTE,1341.212840,48,"[10,1]",39_1,"[10,4]","[16,4]",30.219234,"[2,5]",Up Tree,48
ROUTE,1341.212943,38,"[2,5]",39_1,"[10,4]","[16,4]",30.219234,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1341.213040,37,"[2,1]",39_1,"[10,4]","[16,4]",30.219234,"[1,3]",Up Tree,37
ROUTE,1341.213157,26,"[1,3]",39_1,"[10,4]","[16,4]",30.219234,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1341.213270,24,"[1,1]",39_1,"[10,4]","[16,4]",30.219234,"[1,4]",Down Tree,24
ROUTE,1341.213358,23,"[1,4]",39_1,"[10,4]","[16,4]",30.219234,"[6,5]",Cluster Routing Cluster,23
ROUTE,1341.213444,32,"[6,5]",39_1,"[10,4]","[16,4]",30.219234,"[16,4]",Cluster Routing Cluster,32
RECEIVE,1341.213537,42,"[16,4]",39_1,"[10,4]","[16,4]",30.219234,,,32
SEND,1349.266727,90,"[32,1]",90_1,"[32,1]","[34,2]",28.885314,,,
ROUTE,1349.266727,90,"[32,1]",90_1,"[32,1]","[34,2]",28.885314,"[32,254]",Up Tree,90
ROUTE,1349.266824,80,"[26,2]",90_1,"[32,1]","[34,2]",28.885314,"[26,254]",Up Tree,80
ROUTE,1349.266893,70,"[26,1]",90_1,"[32,1]","[34,2]",28.885314,"[21,1]",Up Tree,70
ROUTE,1349.266961,60,"[21,1]",90_1,"[32,1]","[34,2]",28.885314,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,1349.267022,50,"[14,4]",90_1,"[32,1]","[34,2]",28.885314,"[21,2]",Down Tree,50
ROUTE,1349.267133,61,"[21,2]",90_1,"[32,1]","[34,2]",28.885314,"[27,1]",Cluster Routing Router Gateway 2,50
ROUTE,1349.267235,71,"[27,1]",90_1,"[32,1]","[34,2]",28.885314,"[34,254]",Cluster Routing Cluster,71
ROUTE,1349.267333,82,"[27,2]",90_1,"[32,1]","[34,2]",28.885314,"[34,2]",Cluster Routing Cluster,82
RECEIVE,1349.267450,93,"[34,2]",90_1,"[32,1]","[34,2]",28.885314,,,82
SEND,1358.872300,36,"[3,8]",36_4,"[3,8]","[15,1]",12.790056,,,
ROUTE,1358.872300,36,"[3,8]",36_4,"[3,8]","[15,1]",12.790056,"[15,254]",Cluster Routing Cluster,36
ROUTE,1358.872413,16,"[15,2]",36_4,"[3,8]","[15,1]",12.790056,"[15,1]",Cluster Routing Cluster,16
RECEIVE,1358.872507,6,"[15,1]",36_4,"[3,8]","[15,1]",12.790056,,,16
SEND,1368.308098,51,"[14,3]",51_2,"[14,3]","[12,1]",31.713146,,,
ROUTE,1368.308098,51,"[14,3]",51_2,"[14,3]","[12,1]",31.713146,"[14,254]",Up Tree,51
ROUTE,1368.308179,40,"[14,2]",51_2,"[14,3]","[12,1]",31.713146,"[6,4]",Up Tree,40
ROUTE,1368.308271,31,"[6,4]",51_2,"[14,3]","[12,1]",31.713146,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1368.308370,22,"[6,1]",51_2,"[14,3]","[12,1]",31.713146,"[6,7]",Cluster Routing Cluster,22
SEND,1378.741464,33,"[6,6]",33_2,"[6,6]","[12,1]",46.041955,,,
ROUTE,1378.741464,33,"[6,6]",33_2,"[6,6]","[12,1]",46.041955,"[6,254]",Up Tree,33
ROUTE,1378.741581,22,"[6,1]",33_2,"[6,6]","[12,1]",46.041955,"[6,7]",Cluster Routing Cluster,22
SEND,1382.466954,3,"[12,1]",3_1,"[12,1]","[3,1]",44.881713,,,
SEND,1402.840049,25,"[3,9]",25_1,"[3,9]","[4,4]",14.347178,,,
ROUTE,1402.840049,25,"[3,9]",25_1,"[3,9]","[4,4]",14.347178,"[3,254]",Up Tree,25
ROUTE,1402.840147,35,"[2,2]",25_1,"[3,9]","[4,4]",14.347178,"[3,2]",Cluster Routing Cluster,35
SEND,1430.466155,34,"[3,10]",34_1,"[3,10]","[32,1]",14.582475,,,
ROUTE,1430.466155,34,"[3,10]",34_1,"[3,10]","[32,1]",14.582475,"[3,254]",Up Tree,34
SEND,1441.457768,53,"[16,2]",53_1,"[16,2]","[6,7]",38.261241,,,
ROUTE,1441.457768,53,"[16,2]",53_1,"[16,2]","[6,7]",38.261241,"[16,254]",Up Tree,53
ROUTE,1441.457865,43,"[16,1]",53_1,"[16,2]","[6,7]",38.261241,"[6,5]",Up Tree,43
ROUTE,1441.457982,32,"[6,5]",53_1,"[16,2]","[6,7]",38.261241,"[6,2]",Cluster Routing Cluster,32
ROUTE,1441.458098,21,"[6,2]",53_1,"[16,2]","[6,7]",38.261241,"[6,7]",Cluster Routing Cluster,21
RECEIVE,1441.458210,12,"[6,7]",53_1,"[16,2]","[6,7]",38.261241,,,21
