node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,130.713289,136.626242,185.768041,256.476677,300.750743,402.054464,452.120940,529.336940,581.795819,681.171469,53.910793,69.946437,156.670116,218.145509,320.556405,352.813000,468.993757,535.583810,589.789558,652.516222,0.000000,61.487188,135.500840,229.655680,317.866148,384.488355,429.950515,534.949489,594.998844,673.108066,79.903652,117.999932,176.111427,233.657311,328.771130,376.202025,465.036648,526.157639,617.001429,690.159911,163.854859,195.366862,235.785795,281.544555,342.943643,408.960607,509.009709,564.955199,647.450578,703.936624,255.622286,228.898240,296.963178,364.302914,393.757477,458.064149,516.563783,576.185402,637.669817,723.339027,307.160985,308.054627,379.001604,384.792967,422.156609,508.032953,561.263448,652.111691,702.089931,778.094290,375.304267,409.750616,455.480306,453.574513,524.609924,571.157738,613.229297,690.908759,744.264661,811.969623,441.326891,467.345377,503.896462,546.347468,589.673093,632.847651,671.031409,753.208292,821.991895,856.047829,538.293337,529.817983,589.306474,606.881391,666.173820,679.036329,740.741763,809.708279,845.097452,919.845909
21,168.443998,139.720864,154.204250,214.674395,253.843944,353.913944,399.244793,475.445847,526.552641,625.967300,87.816297,63.195521,112.438146,167.427186,264.041395,295.661196,410.638660,477.226085,532.429917,593.882753,61.487188,0.000000,75.838714,169.397074,257.984305,324.488998,369.691548,474.570726,534.972390,613.312366,88.290148,76.194710,115.848904,173.428227,267.289508,314.822372,403.667892,464.740358,555.904331,628.872882,152.314199,157.538026,184.779112,225.788706,283.088281,349.040661,447.748112,503.868572,586.042493,642.517385,250.131228,199.447589,256.049333,313.469739,338.291750,401.181619,457.268652,515.900564,576.837962,662.268881,293.283525,280.151486,340.833428,337.791299,370.953210,453.801411,504.267263,593.048226,643.244411,717.642208,360.946209,381.663172,419.291618,413.366983,477.156665,518.051587,559.314595,634.882543,686.213873,753.846681,429.159343,443.943622,471.695489,508.192090,544.108221,584.810967,617.997422,698.520122,765.907873,799.089184,524.960736,504.674505,557.383179,569.131895,623.440171,633.781279,691.387018,757.509265,790.335299,864.085199
22,214.629688,155.265513,120.000908,157.734704,188.458541,285.429926,326.200334,401.480994,451.725294,551.083142,144.510897,101.193326,66.790820,100.519314,188.970526,220.200794,334.810578,401.393735,456.753068,518.046268,135.500840,75.838714,0.000000,94.170842,182.436059,249.032690,294.451278,399.449194,459.554992,537.762483,152.968839,98.970479,66.559099,116.604060,197.527775,246.479016,330.991282,392.353399,481.981650,555.576176,191.187737,161.539399,157.934580,182.511663,223.697559,288.286679,379.747886,436.796891,516.430667,572.699847,285.855234,210.509301,243.598556,278.365026,291.371234,349.289083,397.655155,452.435246,510.848262,594.897517,317.298467,286.761909,328.636935,309.780575,333.258107,407.748572,450.889264,533.346523,583.973341,652.902259,381.506476,383.457329,407.747311,395.392722,444.845497,473.717106,512.788759,582.972339,628.982041,696.183359,450.318227,450.454121,465.040683,491.558877,514.283899,549.942002,572.886513,649.314890,713.235426,744.224663,542.708680,507.477237,549.570963,552.185697,597.615068,603.475726,653.084526,713.236173,740.539672,811.811305
23,297.302927,223.809933,150.315535,136.726224,139.887062,219.463984,246.125347,317.512673,364.594642,463.375372,235.035805,189.235547,111.498220,77.521745,104.960217,132.574108,242.970523,309.313953,366.005166,425.390942,229.655680,169.397074,94.170842,0.000000,88.696488,155.099809,200.342221,305.304797,365.576486,443.934780,237.666465,167.845280,85.534578,79.799240,111.198695,160.804033,238.295484,299.754362,388.108834,462.039031,253.364257,196.491244,156.805646,149.400666,155.333356,213.476212,292.265871,349.985113,426.275054,482.172817,336.982052,243.698434,244.613056,244.216165,238.306984,285.550663,321.318717,370.058581,424.832967,506.898005,354.016262,306.210391,321.570616,283.032207,291.135331,350.284408,382.090034,454.953345,505.659836,567.630460,410.794527,390.437020,396.801224,376.737444,405.008926,416.734173,451.998661,514.022799,552.836294,619.037344,477.487190,460.138072,457.878320,470.763929,475.637306,503.815495,512.908230,583.069744,642.076996,670.171712,563.072910,510.651136,538.301106,529.251462,562.245874,562.214826,600.720787,652.567619,672.728839,740.491787
24,375.617714,295.658828,208.484301,160.493830,132.494959,170.086757,174.213590,238.132016,281.019037,378.649394,319.698888,273.171464,185.445979,128.645958,50.894924,57.988162,155.358993,221.282089,278.903157,336.902862,317.866148,257.984305,182.436059,88.696488,0.000000,66.634756,112.339153,217.367197,277.133043,355.342841,324.821208,252.046229,166.046332,133.013677,71.186704,106.967833,157.779800,218.440020,302.325648,377.148592,331.795334,265.184687,209.873443,178.406572,138.427832,174.152993,222.943904,280.329417,349.069909,403.799489,407.051454,307.648794,286.809810,254.861538,227.905181,256.016588,270.653153,307.704525,355.161825,432.870185,414.613127,357.248702,350.796655,297.109097,288.220502,324.717020,339.902590,396.817489,446.704450,497.512149,464.358815,427.704152,418.353930,392.124745,397.350481,388.632476,417.895188,467.801854,496.218266,560.202180,527.629846,497.034770,480.365723,480.042219,466.475245,485.532713,478.111242,539.032653,590.920516,614.934816,606.031256,540.586067,554.568919,534.608633,554.082536,547.763317,573.045121,614.281240,625.446600,688.095127
25,439.375965,357.490622,267.001632,208.212597,168.073159,164.902313,140.920077,189.423884,224.870973,319.744331,385.731384,339.108439,249.497451,189.341770,85.779457,61.103669,94.003089,157.706289,216.891012,271.718009,384.488355,324.488998,249.032690,155.099809,66.634756,0.000000,45.969775,150.829575,210.522530,288.836759,389.451956,315.111616,228.661142,187.957633,94.284838,97.567577,101.038098,158.339031,237.093318,312.389836,390.756860,319.712246,258.457158,216.923179,154.116432,163.648512,176.145897,230.827300,291.006701,344.227359,460.012434,358.502601,325.481018,275.062489,235.159361,245.398389,240.100298,264.451570,303.905290,376.780576,461.419019,399.100487,378.721438,317.071009,296.525030,313.319122,313.816894,355.119621,403.407459,444.180582,505.822279,458.909744,438.961535,409.136808,397.222556,372.667282,396.155372,434.908377,454.196110,515.634928,565.935388,526.660612,500.192272,490.342916,463.276350,474.844421,454.417485,506.804160,552.298106,572.796998,638.442163,564.634820,568.578668,540.938023,549.899060,538.863291,553.427403,585.727401,589.598916,647.655250
26,484.982033,402.599209,311.265586,249.276836,205.638059,182.340730,139.805009,169.251115,195.031909,285.235516,431.695018,385.076264,295.272896,234.528341,128.112054,98.817380,64.273196,119.469256,179.820772,229.516930,429.950515,369.691548,294.451278,200.342221,112.339153,45.969775,0.000000,105.044899,165.404951,244.049977,432.722117,357.369193,271.043124,226.682907,125.450270,110.122397,66.956620,117.143939,191.368528,266.820971,429.879042,356.387665,292.334759,246.107385,173.958508,165.558956,147.043264,197.407928,249.885162,301.760823,494.742585,392.519529,352.259970,291.396607,244.591905,242.051543,221.930634,235.388106,267.852250,336.596681,492.022102,426.965617,397.832780,332.155283,304.468552,307.156382,296.895774,325.725068,372.310393,405.621082,532.572630,479.212887,452.437633,420.605974,397.233183,361.954011,380.901594,411.089739,423.610988,482.866902,590.193901,545.324645,512.485187,496.274487,460.228083,466.430640,437.014968,482.827856,523.509481,541.452910,658.299948,579.249789,576.333903,543.663598,545.288787,531.067298,538.007331,563.812586,562.557188,617.182075
27,587.799988,504.149646,411.239555,344.014927,295.979535,243.407905,177.611916,156.323127,147.733449,212.762982,536.381220,489.717103,398.889325,336.865971,227.815849,195.740187,89.290134,65.713705,110.141957,134.997382,534.949489,474.570726,399.449194,305.304797,217.367197,150.829575,105.044899,0.000000,62.083624,140.799860,535.755598,459.443945,373.615785,325.891641,221.163671,189.959363,92.381922,71.664013,91.890994,167.103842,527.659060,451.408653,384.542420,333.347945,253.361728,219.883607,137.414271,159.969676,174.540761,217.611535,585.651099,483.359349,432.846464,357.382860,302.017831,276.004891,225.346688,206.374132,211.514009,260.591217,576.392288,507.770798,464.518778,394.098036,355.023493,329.259179,294.777375,286.980321,325.701767,333.364610,609.995318,546.110936,507.374576,472.669758,427.314162,370.149397,377.159069,383.670129,376.391645,427.265368,662.534822,608.039408,563.699127,535.206373,481.283300,475.214454,425.288706,452.292358,478.528976,488.722623,721.722091,633.697921,617.163312,574.740187,560.346254,539.262219,527.865861,536.543970,521.562146,565.562411
28,643.384563,558.653073,464.788224,394.467141,344.592695,279.136690,208.157808,163.038589,132.103033,168.968097,594.653109,547.951793,455.841477,392.814709,283.006866,250.208128,135.102406,79.987241,84.397682,77.933849,594.998844,534.972390,459.554992,365.576486,277.133043,210.522530,165.404951,62.083624,0.000000,78.872731,597.427885,521.316502,435.360230,387.964364,283.241681,251.070220,151.752490,113.785499,64.416661,126.384616,589.701958,513.269826,446.160500,394.400833,313.671573,275.766399,179.487380,184.197587,166.433640,195.678964,646.823138,544.638891,492.219031,413.604685,356.674025,323.952268,263.899834,230.094725,216.223652,244.409326,636.224241,566.923013,519.998593,448.760378,406.642333,370.969536,326.911290,298.740243,330.218435,317.354105,667.955095,601.163291,558.671589,523.267138,470.068261,404.521366,405.452063,398.522839,378.562518,421.914554,718.834661,661.395515,613.196497,580.149181,519.238641,507.508235,448.026048,463.363496,479.585784,484.125580,774.850334,683.951147,662.157389,615.966023,594.399418,570.243692,549.399476,547.966881,524.486563,560.470780
29,718.111442,632.650701,538.290741,465.860914,414.954986,340.289578,267.966856,206.682851,158.079831,143.172724,671.546278,624.864044,531.966635,468.386776,358.580598,325.581941,208.416233,145.198951,114.624512,49.011598,673.108066,613.312366,537.762483,443.934780,355.342841,288.836759,244.049977,140.799860,78.872731,0.000000,676.293677,600.178734,514.232838,466.639015,361.762649,328.088755,227.902268,181.554672,94.085820,101.665086,667.994667,591.105427,523.577570,471.016252,389.532356,347.233877,241.795885,230.737673,181.147968,187.254077,723.363388,621.423362,566.410173,484.301406,426.049465,386.765628,318.982485,272.301656,239.251234,238.493587,710.787756,640.671328,589.301886,517.465364,472.254044,426.368102,373.195761,323.693125,344.989574,306.519515,739.943345,669.636419,622.806763,586.795283,525.099582,451.221691,445.307808,423.023611,388.402295,420.776524,788.560675,727.567579,674.889010,636.648338,568.175919,550.031363,480.495617,481.561817,485.007013,482.264182,840.393980,746.224348,718.167493,667.790871,637.910649,610.384949,578.560358,564.866710,531.274568,556.412490
30,209.163499,212.131680,242.068000,302.274960,339.308535,437.935484,478.652595,553.053289,601.807631,700.830056,133.688601,137.522497,200.314594,251.682270,339.645773,369.490909,480.109284,546.089540,603.467767,661.163537,79.903652,88.290148,152.968839,237.666465,324.821208,389.451956,432.722117,535.755598,597.427885,676.293677,0.000000,78.130292,162.186906,214.078852,318.095025,360.939494,457.073940,516.353764,611.263295,681.482440,85.338059,133.938080,189.879577,243.181011,316.240956,380.878712,489.471029,542.659157,629.130095,685.494232,175.783647,157.428856,233.412888,312.521488,350.861764,417.693590,483.729225,547.643920,612.346716,699.581425,227.627447,233.517118,310.848779,326.534879,369.782071,460.293688,519.840035,616.917719,665.654797,749.074832,295.667891,334.215341,384.751935,386.354793,464.982625,520.372139,563.720015,645.724913,704.677373,772.259581,361.452304,389.523246,430.051658,476.515819,527.043205,573.145448,619.299286,704.434046,776.221524,812.500299,458.435046,452.412924,514.898830,536.380544,599.909986,615.488297,682.327280,755.650305,796.045550,872.854174
31,241.734983,214.849096,212.079163,256.704715,285.580082,379.486210,413.298906,485.357880,531.906318,630.276204,160.116912,139.212667,161.491164,198.296561,272.409666,300.350873,407.216573,472.564836,530.838590,586.569883,117.999932,76.194710,98.970479,167.845280,252.046229,315.111616,357.369193,459.443945,521.316502,600.178734,78.130292,0.000000,86.453160,136.075970,240.533715,282.856267,379.433854,438.440480,533.658520,603.535632,92.234843,81.435314,118.828853,168.490060,238.721603,303.811335,411.473212,464.962666,551.133433,607.529855,187.557933,124.034369,181.240394,246.628810,279.033763,344.825601,408.133848,471.028809,535.168383,622.222838,223.406558,204.542031,265.337684,266.916309,304.494682,391.709579,447.736000,542.347999,591.610809,672.808592,289.846054,305.752947,343.472634,338.619756,406.742025,454.038532,496.508549,575.836560,631.989090,699.696720,358.596387,368.837541,395.511354,432.892742,472.284065,514.930683,553.782129,636.855216,706.805124,741.862266,453.256276,429.071867,481.202921,493.770114,549.985533,561.793923,622.743221,692.075788,728.721516,804.244760
32,275.450715,221.444572,180.651721,200.351130,217.575759,303.944090,331.309657,401.420280,446.653178,544.639407,199.592393,161.263572,127.992238,136.867003,190.207754,216.298089,320.955560,386.158838,444.581202,500.138896,176.111427,115.848904,66.559099,85.534578,166.046332,228.661142,271.043124,373.615785,435.360230,514.232838,162.186906,86.453160,0.000000,57.602270,156.832819,201.993629,295.645396,355.622602,449.638840,520.707236,168.013489,113.988599,93.260068,116.684228,167.244786,233.192067,333.785907,389.213752,472.889334,529.420503,252.289603,162.834636,181.460433,211.866366,227.308763,287.683884,341.531363,400.157523,461.621015,547.520069,273.184796,232.498384,265.267618,243.373248,267.092176,343.731604,390.327358,477.369579,527.654888,602.007658,333.286996,324.798236,343.958414,330.118800,378.341829,409.266497,449.128764,521.768328,571.106578,638.657568,401.291066,393.225643,402.400891,426.244912,447.729129,483.694550,508.817313,586.881762,652.546325,684.827369,490.558274,448.105907,486.204725,486.688066,531.110703,536.944941,587.394793,649.031828,678.441128,750.968450
33,330.359441,270.572844,215.440464,215.376785,219.013667,291.327494,306.477848,370.863895,411.648470,507.602857,256.223841,216.166472,166.770095,153.489005,169.784322,189.365113,281.932981,344.938879,404.637157,455.951129,233.657311,173.428227,116.604060,79.799240,133.013677,187.957633,226.682907,325.891641,387.964364,466.639015,214.078852,136.075970,57.602270,0.000000,105.164741,146.918234,243.637936,302.372965,397.834900,467.459787,203.232098,132.503705,79.676049,72.458839,109.739966,175.628238,277.245985,332.173644,416.677936,473.188443,274.132094,174.810844,165.351025,169.825041,175.440721,232.740743,284.181142,342.561855,404.241556,490.359477,282.923622,229.801296,241.850778,206.414180,221.242510,291.558197,334.679459,420.062464,470.432329,544.437786,335.928180,311.008096,317.588640,298.705712,334.667002,357.752462,396.362376,466.593689,514.308557,581.771308,401.383906,380.785111,378.412603,393.603947,405.010857,437.366609,456.610922,532.718732,597.058869,628.653705,484.964194,430.865295,459.454088,452.839918,490.381947,493.187130,538.566458,596.983118,623.984053,695.593309
34,407.717913,334.946259,257.211314,222.982350,201.646697,238.363156,230.935746,283.704771,317.704557,410.313390,341.906571,297.374697,222.500750,178.231926,122.077401,123.088711,185.710756,244.918005,305.249960,352.727218,328.771130,267.289508,197.527775,111.198695,71.186704,94.284838,125.450270,221.163671,283.241681,361.762649,318.095025,240.533715,156.832819,105.164741,0.000000,49.674522,138.983185,198.802179,293.172255,363.874571,306.596742,231.463591,166.889078,122.716455,67.633491,107.752152,182.385575,239.755314,319.115091,375.496864,369.292805,267.094318,231.206215,186.737347,156.763817,187.299690,212.033041,258.864996,314.300464,397.529070,367.902985,304.865191,287.018821,229.142986,217.306698,255.504270,276.761297,344.297228,394.942539,456.921673,411.540077,366.230289,351.097016,323.462420,326.182311,320.382714,351.687644,407.327304,442.656235,508.471210,471.828444,434.643422,412.936971,409.819905,395.412570,415.464594,412.378177,477.573716,533.674271,560.502693,545.628659,475.138358,485.322349,463.819277,483.032153,477.259432,505.234517,550.284990,565.917458,631.786055
35,457.360680,384.442292,305.317215,266.182946,239.162974,259.374984,237.976059,278.627040,304.515356,391.496149,390.975176,346.726671,271.949323,225.659072,154.916930,146.037669,174.376187,225.074674,285.006901,324.580454,376.202025,314.822372,246.479016,160.804033,106.967833,97.567577,110.122397,189.959363,251.070220,328.088755,360.939494,282.856267,201.993629,146.918234,49.674522,0.000000,100.405602,156.275658,252.967102,320.980288,341.744408,263.560658,195.553956,143.395028,64.894517,68.879106,133.303417,190.370810,271.263876,327.768700,395.770452,293.569831,245.030345,181.469063,137.859174,151.749115,165.094065,209.362960,264.746379,348.424747,387.340291,320.078073,287.711111,222.620701,199.089484,220.559752,233.013105,295.529656,346.075117,407.294467,424.483718,369.108566,343.707826,312.873767,300.475740,283.034605,311.136004,361.776101,394.267439,459.697849,480.806225,435.256789,404.400047,392.822746,367.509030,382.267190,371.219047,432.693191,486.609411,512.456015,548.180471,470.164387,471.339093,443.457192,454.626266,445.520465,466.839572,507.370834,519.943783,584.411360
36,532.739498,453.436455,365.358983,309.155840,268.635361,248.955720,201.438517,214.664904,225.459413,302.344826,473.327475,427.392127,342.771240,286.115436,186.697999,161.113104,112.523798,140.464248,196.696087,227.198524,465.036648,403.667892,330.991282,238.295484,157.779800,101.038098,66.956620,92.381922,151.752490,227.902268,457.073940,379.433854,295.645396,243.637936,138.983185,100.405602,0.000000,61.458977,154.225580,225.386020,441.813146,363.930803,295.942844,243.119925,161.950388,128.755931,80.288503,131.061495,191.469557,246.020432,495.505916,393.521663,340.720380,265.511660,211.286715,192.985465,159.597654,168.443740,203.091298,276.297373,484.546201,415.568102,372.854111,303.017689,266.590962,253.221382,234.318443,258.776193,305.561075,343.167352,517.613507,454.571802,418.463622,384.493912,347.979587,303.178195,318.702800,344.803128,356.802398,416.602100,570.427043,517.400493,476.150991,452.319233,407.180003,408.615600,373.280215,416.416447,456.562520,474.823246,631.101357,545.302939,533.764071,495.719907,490.191027,473.367912,475.037125,497.895249,495.636755,550.409534
37,593.843902,513.961828,424.893461,365.870336,322.780577,289.851655,232.137613,224.589568,219.397010,279.463655,534.786346,488.839591,403.760274,346.214065,243.816995,215.784137,138.388673,136.378652,180.513492,191.639871,526.157639,464.740358,392.353399,299.754362,218.440020,158.339031,117.143939,71.664013,113.785499,181.554672,516.353764,438.440480,355.622602,302.372965,198.802179,156.275658,61.458977,0.000000,97.496471,165.147315,497.352564,418.359880,349.589586,294.927171,212.523049,165.814296,66.967483,91.750126,132.895782,185.972566,545.812378,444.800800,385.954747,302.759031,244.713325,210.224332,154.263411,136.976844,154.050828,219.452840,530.428613,459.784565,408.103809,336.447612,293.088142,259.563174,223.114400,221.874886,264.334818,288.829621,558.412359,488.813579,444.964129,409.501506,358.261342,298.632513,305.652340,315.844377,315.718474,371.272369,607.298839,548.132034,499.432320,467.454792,410.524565,403.591809,354.629477,385.719851,417.400226,431.407813,661.456492,570.165726,549.493193,505.147991,488.907620,467.604599,457.276360,469.385162,458.933349,507.930231
38,676.348999,593.671960,501.513184,435.525811,387.810859,332.632044,263.991841,226.063080,196.356871,221.667229,621.935810,575.467923,486.587502,425.760519,317.815267,286.340298,180.469986,138.337056,148.315029,122.107622,617.001429,555.904331,481.981650,388.108834,302.325648,237.093318,191.368528,91.890994,64.416661,94.085820,611.263295,533.658520,449.638840,397.834900,293.172255,252.967102,154.225580,97.496471,0.000000,75.718440,594.539127,515.737618,447.032582,392.421962,310.012951,261.188001,150.493479,136.847833,102.625418,132.499408,643.067929,542.226450,482.113231,396.165261,337.099756,294.235925,224.997024,179.512005,155.226564,180.328551,626.502497,555.379068,499.522868,427.495913,380.582764,332.305857,279.890115,239.219351,267.759950,253.446117,652.180330,579.061014,530.139072,493.970523,431.013770,358.005024,354.062556,339.349872,315.291584,357.564571,698.657829,635.598897,581.443216,542.575984,474.677384,458.115805,392.548797,402.289926,415.864430,419.783362,748.025384,652.862282,624.081887,573.934838,545.813489,519.389046,492.599491,486.716574,461.023415,496.082738
39,751.756315,669.295171,577.225339,511.061550,463.037676,404.333272,334.086201,287.354384,247.928783,244.778270,696.445349,650.084309,561.853721,501.316847,393.526334,362.049415,254.610364,206.135374,200.119354,148.392318,690.159911,628.872882,555.576176,462.039031,377.148592,312.389836,266.820971,167.103842,126.384616,101.665086,681.482440,603.535632,520.707236,467.459787,363.874571,320.980288,225.386020,165.147315,75.718440,0.000000,660.457654,580.799347,511.739305,456.061757,373.959378,319.320818,203.714035,170.185995,93.968805,86.059703,703.442181,604.146153,539.238558,448.691470,389.069922,337.842195,261.327724,201.526835,152.324378,137.078429,682.650904,610.669465,547.762411,476.076580,425.449248,363.844761,300.950661,233.637637,248.333225,205.026205,703.172768,624.836205,569.794753,533.285386,459.350394,376.835908,363.985956,330.268377,289.211134,319.235086,745.288041,677.067020,616.771821,571.018415,493.921029,469.286683,392.231169,384.776788,384.173384,380.629594,787.504187,688.244654,650.850412,595.595385,556.998935,526.657979,486.842570,466.988618,430.574190,454.765727
40,294.142047,289.178365,301.338590,348.909934,377.229269,469.485026,499.322784,568.922610,612.753393,709.791571,216.763908,212.181945,252.392335,290.313850,358.203902,384.007774,484.525477,548.093381,607.630262,658.937457,163.854859,152.314199,191.187737,253.364257,331.795334,390.756860,429.879042,527.659060,589.701958,667.994667,85.338059,92.234843,168.013489,203.232098,306.596742,341.744408,441.813146,497.352564,594.539127,660.457654,0.000000,80.363998,149.212237,205.598610,286.723161,346.323903,460.639384,509.543848,598.653160,654.045919,97.944473,80.344054,163.105655,253.296070,300.551831,367.924961,440.524857,507.694628,574.685478,662.340871,143.764986,150.028171,232.673632,259.093963,307.845969,401.351252,466.577603,568.739220,615.567619,705.783415,211.996988,249.565919,303.383443,308.164355,393.441835,457.206906,501.323670,586.855360,650.937915,717.815912,279.031404,304.189122,346.184107,395.420109,452.004376,500.535583,554.086103,641.460939,715.707697,753.944227,375.682764,367.082876,430.573929,454.559593,521.252510,539.103352,610.253717,687.259848,732.211890,810.602345
41,322.375715,295.067661,281.259598,312.547900,331.558491,415.940991,437.482755,503.255237,543.994257,639.434865,240.806392,220.312226,228.274133,249.724276,298.126593,320.516272,413.687572,475.564639,535.638471,584.087468,195.366862,157.538026,161.539399,196.491244,265.184687,319.712246,356.387665,451.408653,513.269826,591.105427,133.938080,81.435314,113.988599,132.503705,231.463591,263.560658,363.930803,418.359880,515.737618,580.799347,80.363998,0.000000,69.089617,125.312930,206.856956,265.960914,380.409067,429.186041,518.295502,573.683770,142.004997,49.444809,101.655983,179.574439,222.560921,290.033690,361.095581,427.837935,494.622931,582.293861,159.274531,126.144985,184.329811,192.722292,236.322331,327.969753,390.339326,490.793621,538.327762,626.719369,220.878372,225.819676,262.128908,258.347627,331.699690,386.908017,430.486245,513.745579,575.214490,642.487296,289.462702,290.741484,314.205082,351.938332,395.160578,439.998640,485.552831,571.179538,643.755218,680.808001,381.191275,349.708801,399.877732,412.734558,470.816589,484.239932,548.887393,621.712386,662.640915,739.892721
42,352.966102,309.446736,273.886031,287.802809,296.677440,370.991660,384.075965,445.617127,483.311250,577.036408,272.571794,241.883273,221.232749,224.291877,249.178394,267.285607,351.795993,411.804000,472.138630,518.102657,235.785795,184.779112,157.934580,156.805646,209.873443,258.457158,292.334759,384.542420,446.160500,523.577570,189.879577,118.828853,93.260068,79.676049,166.889078,195.553956,295.942844,349.589586,447.032582,511.739305,149.212237,69.089617,0.000000,56.476765,137.782651,197.417289,311.427156,360.764560,449.608020,505.170530,202.413683,100.242310,89.471608,128.882293,161.109590,227.814056,295.379232,361.034890,427.251144,514.903772,204.757900,150.171134,172.097164,154.235133,186.610027,272.882577,330.114070,427.376748,475.877038,561.208160,256.287543,234.862654,250.699428,237.459006,292.744495,335.415440,377.724170,457.251695,514.856763,582.473964,321.759755,304.228088,309.358987,333.624743,360.549163,400.126363,435.258025,518.028759,588.143935,623.562489,406.274329,356.952170,392.966454,394.274106,441.895403,450.203162,506.635421,573.997581,609.898139,685.472255
43,390.805153,337.773530,287.567379,286.097158,284.935518,346.841054,350.337345,406.258651,440.035206,531.261853,312.773750,277.082177,237.942306,225.232119,224.022222,236.241664,307.970000,364.993496,425.370599,467.835130,281.544555,225.788706,182.511663,149.400666,178.406572,216.923179,246.107385,333.347945,394.400833,471.016252,243.181011,168.490060,116.684228,72.458839,122.716455,143.395028,243.119925,294.927171,392.421962,456.061757,205.598610,125.312930,56.476765,0.000000,82.424101,140.953890,255.100616,304.307321,393.135761,448.696978,252.432143,150.418429,109.154861,97.586760,112.513166,176.720623,240.584515,305.345622,371.189074,458.802319,245.915314,182.178543,175.117457,134.126711,150.836501,228.246740,279.870006,374.014484,423.145027,506.168828,289.007258,249.697936,248.096746,227.337631,263.341665,293.185514,333.797687,409.452898,463.663349,531.387001,350.331060,319.296664,309.620514,321.642540,333.410404,367.534884,392.977037,472.735576,540.534293,574.545379,427.638218,365.503258,389.082889,380.602651,418.309315,422.043507,470.727399,532.976571,564.546592,638.537191
44,438.326491,373.495512,305.625084,282.374662,266.299368,305.780306,294.442060,340.863803,368.873559,456.390547,365.651420,324.562728,263.749419,230.703010,189.263529,190.371964,237.919969,289.958321,349.899320,388.306433,342.943643,283.088281,223.697559,155.333356,138.427832,154.116432,173.958508,253.361728,313.671573,389.532356,316.240956,238.721603,167.244786,109.739966,67.633491,64.894517,161.950388,212.523049,310.012951,373.959378,286.723161,206.856956,137.782651,82.424101,0.000000,66.017438,174.587841,226.464704,313.810943,369.908728,333.964121,232.437991,180.239301,121.096247,89.813319,130.223518,174.525856,233.448671,296.561849,383.506236,323.096027,255.300282,225.052476,163.312515,149.793661,195.598809,228.524431,310.419543,360.870236,435.484701,359.594675,305.893399,285.388144,256.716171,259.858276,261.834153,296.666159,360.834291,405.329588,472.623024,416.284276,372.976795,346.952453,342.218209,329.645049,352.492085,357.574883,428.845494,490.337825,520.635932,485.318841,410.615701,418.081174,396.239796,417.234845,413.107918,446.353236,497.293638,519.218973,588.938426
45,502.762129,435.526048,362.839751,330.616071,306.643706,327.443791,301.451480,333.814404,352.009206,431.096382,431.103068,389.409864,324.291619,285.005638,223.245799,214.832770,228.111107,268.135941,325.366260,353.089647,408.960607,349.040661,288.286679,213.476212,174.152993,163.648512,165.558956,219.883607,275.766399,347.233877,380.878712,303.811335,233.192067,175.628238,107.752152,68.879106,128.755931,165.814296,261.188001,319.320818,346.323903,265.960914,197.417289,140.953890,66.017438,0.000000,115.913460,163.354522,252.351130,307.764488,384.121607,285.349666,221.014348,137.853836,82.549824,82.875174,109.391327,167.548296,231.468889,318.793242,365.331378,294.238389,244.677411,174.327187,139.732285,151.681884,169.354571,245.088179,295.690155,369.584378,392.761566,326.228586,290.417607,257.145815,233.809493,214.579914,244.233416,300.742713,341.072730,408.049564,443.137464,388.646655,349.081365,330.719517,299.665060,313.395804,304.793249,370.404728,428.641716,457.436009,502.349105,417.430511,410.864864,378.856631,386.469196,376.731983,398.893684,442.536218,459.470381,527.107976
46,589.545676,514.403751,430.791508,380.990356,343.868838,329.233573,280.271776,284.615163,284.601961,346.337510,524.218024,479.755875,402.063125,350.583312,259.589833,237.240928,188.633885,200.101132,247.144930,256.815790,509.009709,447.748112,379.747886,292.265871,222.943904,176.145897,147.043264,137.414271,179.487380,241.795885,489.471029,411.473212,333.785907,277.245985,182.385575,133.303417,80.288503,66.967483,150.493479,203.714035,460.639384,380.409067,311.427156,255.100616,174.587841,115.913460,0.000000,57.853043,139.661077,196.077465,499.893408,401.236663,335.589724,246.578662,187.167587,145.314446,88.024597,88.676138,132.917255,215.160123,479.282057,407.507884,349.073724,277.036405,230.494454,192.595693,159.615156,179.354124,227.266347,275.782845,502.366724,428.591154,381.201353,345.345467,291.333360,233.279096,243.516575,264.642877,278.139537,339.643468,548.170653,485.780923,434.388747,400.808589,343.902589,338.704987,295.736239,336.180122,377.013576,396.667219,598.618292,505.439776,482.840405,438.182948,423.198058,403.079600,398.103267,417.933665,415.583760,471.700247
