node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
52,60,147.416685,ROUTER,,408.44130161790963
52,54,157.002630,CLUSTER_HEAD,,315.3039522675035
52,64,151.691890,REGISTERED,,416.1583745939295
52,45,235.234525,REGISTERED,,316.19018051568463
52,70,182.223160,CLUSTER_HEAD,,328.4426070892092
53,54,59.621942,CLUSTER_HEAD,6,4915.303952267503
53,64,57.866808,REGISTERED,6,4916.158376818997
53,63,42.405675,REGISTERED,6,4916.192298330278
53,62,107.477847,ROUTER,6,4916.192352989548
53,73,183.095587,REGISTERED,,336.1597855180668
53,55,127.099384,REGISTERED,,352.43476743124296
53,65,176.074338,ROUTER,,297.7153702718647
53,74,171.794108,REGISTERED,,317.71566521649464
53,35,197.481116,CLUSTER_HEAD,,376.18952343094105
53,61,199.739448,ROUTER,,408.44137194893096
53,71,189.279350,CLUSTER_HEAD,,328.44283412525897
53,72,186.730721,CLUSTER_HEAD,,336.1925625231988
54,55,67.477442,REGISTERED,5,4952.434767431242
54,65,116.452396,ROUTER,5,297.7153702718647
54,64,61.477586,REGISTERED,6,4916.158380429774
54,63,92.155673,REGISTERED,6,4916.192348080276
54,66,170.676880,REGISTERED,,332.43472612842527
54,56,191.941150,CLUSTER_HEAD,,412.4345700378477
54,75,182.991235,REGISTERED,,212.43617595810076
54,76,222.003513,REGISTERED,,212.43619125796013
54,74,215.608971,REGISTERED,,217.71587423827995
54,32,229.197394,ROUTER,,372.11481410089175
54,62,167.099789,ROUTER,,316.1923529895495
54,73,179.384711,REGISTERED,,336.15982780745196
55,56,79.769093,CLUSTER_HEAD,4,4912.434540415614
55,66,103.199438,REGISTERED,5,4932.434726128425
55,65,68.858431,ROUTER,5,4897.715322677899
55,64,87.607422,REGISTERED,6,4916.158406559611
55,57,148.941764,REGISTERED,,312.4344409648134
55,75,135.397270,REGISTERED,,377.4360299121444
55,76,174.409548,CLUSTER_HEAD,,357.4377728383927
55,63,143.249163,REGISTERED,,316.19231156634356
55,74,168.015006,REGISTERED,,317.71565044577005
55,73,205.514547,REGISTERED,,336.15982780745196
56,57,69.172671,REGISTERED,4,4912.434440964813
56,48,179.978938,CLUSTER_HEAD,,307.4352873922152
56,66,74.986882,REGISTERED,5,4932.43469791587
56,65,107.614606,ROUTER,5,4897.715361434075
56,75,174.153446,REGISTERED,,377.4360299121444
56,76,213.165724,CLUSTER_HEAD,,357.4377728383927
56,64,167.376516,REGISTERED,,316.1584065596117
56,74,206.771182,REGISTERED,,317.71565044577005
56,58,166.522593,REGISTERED,,213.4955241479195
56,67,159.884219,REGISTERED,,232.43475213788088
57,66,101.163081,REGISTERED,5,4932.434724092069
57,58,68.113174,REGISTERED,5,4913.495517188077
57,67,90.711548,REGISTERED,8,4932.43475213788
57,59,155.787168,ROUTER,,367.4355263157354
57,68,182.995432,REGISTERED,,407.4371327693401
57,65,176.787277,ROUTER,,297.7153614340751
57,78,190.172869,CLUSTER_HEAD,,407.43713914739544
57,77,190.842708,CLUSTER_HEAD,,257.4376770512025
57,75,179.287752,REGISTERED,,312.43595285081363
57,76,185.558089,CLUSTER_HEAD,,312.43599813342865
58,59,87.673993,ROUTER,5,4967.435526315735
58,68,114.882257,REGISTERED,7,4907.43713276934
58,67,84.600010,REGISTERED,8,4932.4347460263425
58,66,192.146910,REGISTERED,,432.4347304758879
58,69,223.393501,CLUSTER_HEAD,,387.4368008645948
58,77,202.399312,ROUTER,,332.4373537347527
58,36,206.134511,REGISTERED,,356.9569843709036
58,78,184.061331,CLUSTER_HEAD,,407.43713914739544
59,69,73.265928,CLUSTER_HEAD,6,4987.436765619278
59,68,122.665422,REGISTERED,7,4907.437140552504
59,78,189.043502,CLUSTER_HEAD,,307.4371554636491
59,79,192.052215,CLUSTER_HEAD,,307.4371674984983
59,67,173.402902,REGISTERED,,332.4347121638133
59,77,210.182476,ROUTER,,332.4373537347527
60,61,72.355174,ROUTER,6,4908.441352042504
60,70,68.232087,CLUSTER_HEAD,7,4928.442568159647
60,62,164.616775,ROUTER,,316.1923377733028
60,71,174.294732,CLUSTER_HEAD,,328.4428542633133
60,80,137.105227,CLUSTER_HEAD,,348.44277542011986
60,81,176.423564,CLUSTER_HEAD,,348.44293269346707
61,62,92.261601,ROUTER,6,4916.192337773302
61,70,107.161649,CLUSTER_HEAD,7,4928.442607089209
61,71,101.939558,CLUSTER_HEAD,7,4928.442854263313
61,73,167.879340,REGISTERED,,336.1597855180668
61,72,171.514475,CLUSTER_HEAD,,336.1925625231988
61,81,215.353126,CLUSTER_HEAD,,348.44293269346707
61,82,200.166164,CLUSTER_HEAD,,348.4431452301823
61,80,176.034789,CLUSTER_HEAD,,348.44277542011986
61,63,164.303609,REGISTERED,,416.19232796661197
62,63,72.042009,REGISTERED,6,4916.192327966612
62,71,81.801503,CLUSTER_HEAD,7,4928.442834125259
62,73,75.617740,REGISTERED,7,4936.159785518066
62,72,79.252874,CLUSTER_HEAD,7,4936.192562523198
62,64,127.683749,REGISTERED,,416.1583745939295
62,45,245.331683,REGISTERED,,416.19018051568463
62,74,179.134719,REGISTERED,,417.7156548061735
62,82,180.028110,CLUSTER_HEAD,,348.4431452301823
62,83,171.293881,CLUSTER_HEAD,,357.71593930846933
62,81,187.121456,CLUSTER_HEAD,,348.4429323705721
62,70,176.773412,CLUSTER_HEAD,,428.4425948994687
62,42,175.108857,REGISTERED,,416.1909571282904
63,64,55.641740,REGISTERED,6,4916.158374593929
63,73,95.312164,REGISTERED,7,4936.15980521249
63,65,208.608069,ROUTER,,297.7153702718647
63,35,230.014847,CLUSTER_HEAD,,376.18952343094105
63,72,151.294883,CLUSTER_HEAD,,336.1925625231988
63,74,198.829143,REGISTERED,,417.7156548061735
63,71,200.733186,CLUSTER_HEAD,,428.4428577447781
63,82,187.280781,CLUSTER_HEAD,,348.44313897219286
63,83,191.478687,CLUSTER_HEAD,,357.7159434339856
63,42,185.521758,REGISTERED,,416.1909571282904
64,65,94.218545,ROUTER,5,4897.715348038013
64,74,113.927300,REGISTERED,6,4917.715665216495
64,73,117.907125,REGISTERED,7,4936.159827807452
64,66,190.806860,REGISTERED,,332.43472612842527
64,75,208.524709,REGISTERED,,412.43596932355126
64,76,199.769662,CLUSTER_HEAD,,412.43601928953774
64,35,199.336760,CLUSTER_HEAD,,376.18952343094105
64,83,225.823555,CLUSTER_HEAD,,357.7159591637177
64,71,223.328147,CLUSTER_HEAD,,428.4428577447781
64,72,154.421134,CLUSTER_HEAD,,336.19251978433397
64,82,209.875742,CLUSTER_HEAD,,348.44313897219286
65,66,74.600315,REGISTERED,5,4932.434697529303
65,75,66.538839,REGISTERED,10,4977.436029912144
65,76,105.551117,CLUSTER_HEAD,9,4957.4377728383915
65,74,99.156575,REGISTERED,6,4917.71565044577
65,86,166.492451,REGISTERED,,352.43625436989123
65,85,172.178838,REGISTERED,,372.43629668754306
65,84,183.885399,ROUTER,,372.4377707768016
65,73,212.125670,REGISTERED,,336.15982780745196
65,83,211.052830,CLUSTER_HEAD,,357.7159591637177
65,77,195.918350,ROUTER,,332.43735658493085
65,35,254.311570,CLUSTER_HEAD,,376.18952343094105
66,75,78.124671,REGISTERED,10,4977.436041497976
66,76,84.395008,CLUSTER_HEAD,9,4957.437751682283
66,67,107.546900,REGISTERED,8,4932.434768973232
66,68,158.284381,REGISTERED,,307.4370686245638
66,78,207.008221,CLUSTER_HEAD,,407.43713914739544
66,77,174.762241,ROUTER,,332.43735658493085
66,74,173.756891,REGISTERED,,317.71565044577005
66,86,178.078283,REGISTERED,,352.43625436989123
66,85,183.764669,REGISTERED,,372.43629668754306
66,84,195.471231,ROUTER,,372.4377707768016
66,44,233.422956,REGISTERED,,316.19016890077785
67,68,50.737481,REGISTERED,7,4907.437068624564
67,78,99.461321,CLUSTER_HEAD,7,4907.437139147395
67,77,100.131160,ROUTER,8,4932.437366348857
67,75,185.671571,REGISTERED,,312.43595285081363
67,76,190.498393,CLUSTER_HEAD,,412.4360041056533
67,69,159.248725,CLUSTER_HEAD,,387.4368008645948
67,79,167.189234,CLUSTER_HEAD,,407.4371164401242
67,87,172.037837,ROUTER,,427.43880694251266
67,88,201.598811,ROUTER,,327.43883888933385
67,89,218.266762,REGISTERED,,427.4388722252351
68,69,108.511244,CLUSTER_HEAD,6,4987.436800864594
68,78,51.462175,CLUSTER_HEAD,7,4907.437091148249
68,79,113.665165,CLUSTER_HEAD,7,4907.437162377376
68,77,87.517055,ROUTER,8,4932.437353734752
68,87,159.423732,ROUTER,,427.43880694251266
68,88,153.599665,ROUTER,,327.43883888933385
68,89,170.267616,REGISTERED,,327.4388722252351
68,98,230.619526,REGISTERED,,327.4389345479117
68,76,177.884288,CLUSTER_HEAD,,412.4360041056533
68,86,159.061327,REGISTERED,,352.43622596055195
69,78,115.777575,CLUSTER_HEAD,7,4907.437155463648
69,79,118.786287,CLUSTER_HEAD,7,4907.437167498498
69,77,196.028299,ROUTER,,332.4373537347527
69,87,216.199056,ROUTER,,327.4388354573175
69,88,217.915065,ROUTER,,327.43883888933385
69,89,234.583015,REGISTERED,,327.4388722252351
69,98,235.740648,REGISTERED,,327.4389345479117
70,71,94.971909,CLUSTER_HEAD,7,4928.442847295664
70,80,68.873140,CLUSTER_HEAD,8,4948.44277542012
70,81,108.191477,CLUSTER_HEAD,8,4948.442932693466
70,90,165.894339,REGISTERED,,368.44443481079225
70,82,193.198515,CLUSTER_HEAD,,348.4431452301823
70,72,216.060059,CLUSTER_HEAD,,436.1925911389065
70,91,171.686028,REGISTERED,,368.44449729588524
71,73,105.421022,REGISTERED,7,4936.159815321349
71,72,76.687709,CLUSTER_HEAD,7,4936.192559958033
71,81,69.835896,CLUSTER_HEAD,8,4948.442894337886
71,82,98.226607,CLUSTER_HEAD,8,4948.443145230182
71,80,157.276425,CLUSTER_HEAD,,448.44279398750854
71,90,183.541426,REGISTERED,,368.4444514951229
71,91,133.330448,REGISTERED,,368.44449729588524
71,83,168.728715,CLUSTER_HEAD,,357.71593930846933
71,92,183.926677,REGISTERED,,368.4449569539374
71,93,214.496282,REGISTERED,,368.4450180931465
71,74,208.938001,REGISTERED,,417.7156548061735
72,73,36.514009,REGISTERED,7,4936.159746414335
72,81,107.868582,CLUSTER_HEAD,8,4948.442932370572
72,82,62.026393,CLUSTER_HEAD,8,4948.443109029969
72,83,92.041007,CLUSTER_HEAD,8,4957.715939308469
72,74,140.030988,REGISTERED,,417.7156548061735
72,91,171.363133,REGISTERED,,368.44449729588524
72,92,147.726463,REGISTERED,,368.4449569539374
72,93,178.296068,REGISTERED,,368.4450180931465
72,84,190.523130,ROUTER,,372.43775191236523
72,90,221.574111,REGISTERED,,368.4444514951229
72,80,195.309110,CLUSTER_HEAD,,448.44279398750854
73,74,103.516979,REGISTERED,6,4917.715654806174
73,82,91.968617,CLUSTER_HEAD,8,4948.443138972193
73,83,96.166523,CLUSTER_HEAD,8,4957.715943433986
73,75,198.114388,REGISTERED,,412.43596932355126
73,70,200.392931,CLUSTER_HEAD,,428.4425948994687
73,81,174.207478,CLUSTER_HEAD,,448.44290674085147
73,91,163.516329,REGISTERED,,368.444505349046
73,92,177.668688,REGISTERED,,368.4449569539374
73,93,208.238292,REGISTERED,,368.4450180931465
73,84,194.648646,ROUTER,,372.43775191236523
73,45,257.639410,REGISTERED,,416.1901823941333
74,75,94.597409,REGISTERED,10,4977.436057970714
74,76,213.672371,CLUSTER_HEAD,,457.43777262797744
74,83,169.110878,CLUSTER_HEAD,,457.7159457495858
74,85,108.331669,REGISTERED,10,4972.436299379213
74,84,70.628755,ROUTER,9,4972.4377240589965
74,86,204.952166,REGISTERED,,452.4362510367765
74,95,173.088288,REGISTERED,,467.44098031450085
74,93,172.864393,REGISTERED,,468.4450040591103
74,94,196.278194,CLUSTER_HEAD,,387.4428800201752
74,82,183.656236,CLUSTER_HEAD,,348.44311876355704
74,96,218.084094,CLUSTER_HEAD,,347.4407455503953
74,92,193.934705,REGISTERED,,368.4449532923171
74,45,253.659585,REGISTERED,,416.1901823941333
75,86,99.953612,REGISTERED,9,4952.436254369891
75,76,44.323581,CLUSTER_HEAD,9,4957.437711610856
75,85,105.639998,REGISTERED,10,4972.436296687542
75,84,117.346559,ROUTER,9,372.4377707768016
75,77,171.497885,ROUTER,,432.4373377619707
75,83,206.493664,CLUSTER_HEAD,,357.7159591637177
75,87,189.829309,ROUTER,,327.43882491153295
75,96,202.606134,CLUSTER_HEAD,,447.44073845049195
75,95,170.396617,REGISTERED,,467.44098031450085
75,94,193.586523,CLUSTER_HEAD,,387.4428800201752
75,93,219.582198,REGISTERED,,368.4450040591103
76,77,90.367233,ROUTER,8,4932.43735658493
76,86,60.926464,REGISTERED,9,4952.436215342744
76,78,170.774013,CLUSTER_HEAD,,407.43712009285457
76,87,162.273910,ROUTER,,427.43880694251266
76,85,105.340702,REGISTERED,10,4972.436296388246
76,84,161.670141,ROUTER,,372.4377707768016
76,96,163.578986,CLUSTER_HEAD,,447.44073845049195
76,95,170.097321,REGISTERED,,467.44098031450085
76,94,193.287227,CLUSTER_HEAD,,387.4428800201752
77,78,80.406780,CLUSTER_HEAD,7,4907.437120092854
77,87,71.906677,ROUTER,8,4927.438806942512
77,86,71.544273,REGISTERED,9,4952.436225960551
77,79,193.316523,CLUSTER_HEAD,,407.437170122057
77,88,182.544270,ROUTER,,327.43883888933385
77,89,199.212221,REGISTERED,,427.4388722252351
77,98,163.796539,REGISTERED,,427.4389094834125
77,97,156.541809,REGISTERED,,347.4406864201564
77,96,174.196794,CLUSTER_HEAD,,447.44073845049195
78,79,67.727913,CLUSTER_HEAD,7,4907.437116440124
78,87,100.421482,ROUTER,8,4927.4388354573175
78,88,102.137490,ROUTER,8,4927.438838889334
78,89,118.805441,REGISTERED,8,4927.438872225234
78,98,192.311344,REGISTERED,,327.4389094834125
78,97,185.056614,REGISTERED,,347.4406864201564
78,96,219.069559,CLUSTER_HEAD,,347.4407544460477
78,86,190.297179,REGISTERED,,352.43624429197655
78,99,200.740156,CLUSTER_HEAD,,347.44074234424875
79,88,71.763823,ROUTER,8,4927.438808515666
79,89,62.224660,REGISTERED,8,4927.438815644454
79,98,116.954362,REGISTERED,8,4927.438934547911
79,87,208.844224,ROUTER,,427.4388269256979
79,58,228.547422,REGISTERED,,313.49556395716013
79,99,170.366489,CLUSTER_HEAD,,347.44074234424875
79,97,178.182478,REGISTERED,,347.4407082036797
80,81,87.440529,CLUSTER_HEAD,8,4948.442911942519
80,90,97.021199,REGISTERED,9,4968.444434810792
80,91,150.935080,REGISTERED,,368.44449729588524
81,82,82.238861,CLUSTER_HEAD,8,4948.443129242437
81,90,170.561704,REGISTERED,,368.44444485674586
81,91,63.494551,REGISTERED,9,4968.4444972958845
81,83,199.909588,CLUSTER_HEAD,,357.71593930846933
81,92,167.938931,REGISTERED,,368.4449569539374
81,93,198.508536,REGISTERED,,368.4450180931465
82,83,71.759981,CLUSTER_HEAD,8,4957.715919027444
82,91,71.547712,REGISTERED,9,4968.444505349045
82,92,85.700070,REGISTERED,9,4968.444956953937
82,93,116.269675,REGISTERED,9,4968.445018093146
82,80,169.679390,CLUSTER_HEAD,,448.44279398750854
82,90,178.614865,REGISTERED,,368.44444485674586
82,84,170.242104,ROUTER,,372.43775191236523
82,94,203.410795,CLUSTER_HEAD,,387.4428792147709
82,95,239.957379,REGISTERED,,467.4410392455856
83,92,82.038450,REGISTERED,9,4968.444953292316
83,93,60.973344,REGISTERED,9,4968.444962796815
83,84,98.482123,ROUTER,9,4972.437751912365
83,95,184.661048,REGISTERED,,467.4410392455856
83,85,154.038267,REGISTERED,,472.4362466036891
83,94,148.114464,CLUSTER_HEAD,,387.4428792147709
83,91,170.082863,REGISTERED,,468.44452184574664
84,95,89.685727,REGISTERED,10,4967.441005243609
84,93,102.235639,REGISTERED,9,4968.44500405911
84,85,55.556144,REGISTERED,10,4972.436246603688
84,94,87.624702,CLUSTER_HEAD,10,4987.442879698352
84,86,152.176642,REGISTERED,,452.4362510367765
84,64,184.556054,REGISTERED,,416.1584328794892
84,96,182.939031,CLUSTER_HEAD,,447.44072905127405
84,92,170.618494,REGISTERED,,468.44493963672204
85,96,109.752425,CLUSTER_HEAD,9,4947.440745550394
85,86,96.620497,REGISTERED,9,4952.436251036776
85,95,64.756619,REGISTERED,10,4967.4409803145
85,94,87.946525,CLUSTER_HEAD,10,4987.442880020175
85,77,168.164770,ROUTER,,432.4373377619707
85,64,222.258969,REGISTERED,,416.1584328794892
85,87,228.400503,ROUTER,,427.4388536839131
85,97,201.127116,REGISTERED,,447.4406931597154
85,93,157.791783,REGISTERED,,468.4450040591103
85,73,211.848648,REGISTERED,,436.15981341730577
86,87,89.875697,ROUTER,8,4927.438824911533
86,96,102.652522,CLUSTER_HEAD,9,4947.440738450491
86,88,168.706937,ROUTER,,427.4388155830837
86,98,181.765560,REGISTERED,,327.4389094834125
86,97,194.027213,REGISTERED,,447.4406931597154
86,79,211.285543,CLUSTER_HEAD,,407.437170122057
86,67,171.675433,REGISTERED,,432.4347615574926
86,95,161.377116,REGISTERED,,467.44098031450085
86,94,184.567022,CLUSTER_HEAD,,387.4428800201752
87,88,78.831240,ROUTER,8,4927.438815583084
87,98,91.889862,REGISTERED,8,4927.438909483412
87,97,84.635132,REGISTERED,9,4947.4406864201555
87,96,118.648078,CLUSTER_HEAD,9,4947.440754446047
87,89,219.226923,REGISTERED,,427.4388722252351
87,99,177.433906,CLUSTER_HEAD,,347.44074234424875
87,95,211.901381,REGISTERED,,367.4410088111855
88,89,44.594184,REGISTERED,8,4927.438798013977
88,98,46.556637,REGISTERED,8,4927.438864150186
88,97,106.418655,REGISTERED,9,4947.44070820368
88,99,98.602666,CLUSTER_HEAD,9,4947.440742344248
88,96,197.479317,CLUSTER_HEAD,,347.4407544460477
89,98,71.270190,REGISTERED,8,4927.4388888637395
89,99,76.840646,CLUSTER_HEAD,9,4947.440720582227
89,97,151.012839,REGISTERED,,347.4407082036797
90,91,107.067153,REGISTERED,9,4968.444540868486
91,92,88.044413,REGISTERED,9,4968.444959298279
91,93,187.817387,REGISTERED,,368.4450180931465
92,93,68.382855,REGISTERED,9,4968.444970206327
92,90,195.111565,REGISTERED,,368.44444485674586
92,94,155.523975,CLUSTER_HEAD,,387.4428792147709
92,95,192.070559,REGISTERED,,467.4410392455856
93,94,87.141120,CLUSTER_HEAD,10,4987.442879214771
93,95,123.687704,REGISTERED,10,4967.441039245585
93,96,216.941008,CLUSTER_HEAD,,447.44072905127405
94,95,39.908826,REGISTERED,10,4967.440955466707
94,96,133.162130,CLUSTER_HEAD,,447.44072905127405
95,96,93.253304,CLUSTER_HEAD,9,4947.440729051274
95,97,184.627995,REGISTERED,,447.4406931597154
96,97,91.374691,REGISTERED,9,4947.440693159715
96,98,167.252930,REGISTERED,,427.4388934717896
96,79,240.057923,CLUSTER_HEAD,,407.437170122057
97,98,75.878239,REGISTERED,8,4927.438893471789
97,99,205.021322,CLUSTER_HEAD,,447.44074234424875
98,99,80.717349,CLUSTER_HEAD,9,4947.44072445893
