source_id,target_id,distance
2,19,508.916644
2,20,185.768041
2,21,154.204250
2,22,120.000908
2,23,150.315535
2,24,208.484301
2,25,267.001632
2,26,311.265586
2,27,411.239555
2,28,464.788224
2,29,538.290741
2,30,242.068000
2,31,212.079163
2,32,180.651721
2,33,215.440464
2,34,257.211314
2,35,305.317215
2,36,365.358983
2,37,424.893461
2,38,501.513184
2,39,577.225339
2,40,301.338590
2,41,281.259598
2,42,273.886031
2,43,287.567379
2,44,305.625084
2,45,362.839751
2,46,430.791508
2,47,488.437176
2,48,556.811581
2,49,610.851128
2,50,398.752365
2,51,329.890370
2,52,361.772353
2,53,385.139322
2,54,386.708649
2,55,435.848559
2,56,469.226252
2,57,513.496210
2,58,563.407031
2,59,641.222886
2,60,434.849739
2,61,406.746664
2,62,445.917161
2,63,420.401270
2,64,436.283907
2,65,500.143584
2,66,531.953628
2,67,600.803395
2,68,651.276126
2,69,705.925490
2,70,500.173141
2,71,503.181500
2,72,524.573630
2,73,509.856601
2,74,549.967459
2,75,566.658600
2,76,602.286199
2,77,663.580689
2,78,699.574204
2,79,764.932140
2,80,569.045517
2,81,570.411251
2,82,582.992587
2,83,605.782199
2,84,620.392151
2,85,651.465753
2,86,663.186679
2,87,733.026503
2,88,790.777260
2,89,817.635671
2,90,662.177006
2,91,627.095486
2,92,666.850498
2,93,665.854945
2,94,705.804892
2,95,708.304297
2,96,750.155643
2,97,802.883111
2,98,822.306441
2,99,888.966400
3,4,51.846483
3,5,149.719726
3,6,210.858047
3,7,288.818964
3,8,345.261326
3,9,442.173047
3,10,231.564260
3,11,189.840173
3,12,102.279575
3,13,63.696968
3,14,122.459427
3,15,150.566927
3,16,259.368314
3,17,320.701472
3,18,364.567150
3,19,434.419012
3,20,256.476677
3,21,214.674395
3,22,157.734704
3,23,136.726224
3,24,160.493830
3,25,208.212597
3,26,249.276836
3,27,344.014927
3,28,394.467141
3,29,465.860914
3,30,302.274960
3,31,256.704715
3,32,200.351130
3,33,215.376785
3,34,222.982350
3,35,266.182946
3,36,309.155840
3,37,365.870336
3,38,435.525811
3,39,511.061550
3,40,348.909934
3,41,312.547900
3,42,287.802809
3,43,286.097158
3,44,282.374662
3,45,330.616071
3,46,380.990356
3,47,437.418420
3,48,498.761691
3,49,551.037455
3,50,443.173711
3,51,361.950092
3,52,377.162464
3,53,380.570716
3,54,370.065843
3,55,409.702417
3,56,430.877596
3,57,467.312586
3,58,511.407459
3,59,584.901769
3,60,471.364296
3,61,432.745154
3,62,456.829909
3,63,419.724474
3,64,425.629435
3,65,477.147626
3,66,498.858983
3,67,556.935589
3,68,606.571299
3,69,652.314540
3,70,533.166503
3,71,522.632036
3,72,532.965395
3,73,513.429144
3,74,539.050841
3,75,542.729072
3,76,574.668384
3,77,627.884209
3,78,656.386544
3,79,719.865742
3,80,601.425083
3,81,591.823099
3,82,593.708292
3,83,607.465267
3,84,609.562535
3,85,634.790838
3,86,635.354391
3,87,698.876020
3,88,751.413913
3,89,775.160133
3,90,690.850898
3,91,644.519214
3,92,674.753539
3,93,665.806120
3,94,696.683629
3,95,694.790738
3,96,727.635467
3,97,772.940311
3,98,785.788600
3,99,848.534836
4,5,101.386576
4,6,159.251290
4,7,237.367139
4,8,293.589112
4,9,390.840753
4,10,280.024997
4,11,236.620766
4,12,144.114542
4,13,87.982444
4,14,85.537593
4,15,107.545727
4,16,209.708397
4,17,269.757043
4,18,312.795101
4,19,382.845279
4,20,300.750743
4,21,253.843944
4,22,188.458541
4,23,139.887062
4,24,132.494959
4,25,168.073159
4,26,205.638059
4,27,295.979535
4,28,344.592695
4,29,414.954986
4,30,339.308535
4,31,285.580082
4,32,217.575759
4,33,219.013667
4,34,201.646697
4,35,239.162974
4,36,268.635361
4,37,322.780577
4,38,387.810859
4,39,463.037676
4,40,377.229269
4,41,331.558491
4,42,296.677440
4,43,284.935518
4,44,266.299368
4,45,306.643706
4,46,343.868838
4,47,398.899872
4,48,455.415890
4,49,506.436784
4,50,468.020615
4,51,380.189736
4,52,384.297958
4,53,374.396367
4,54,355.948765
4,55,388.286723
4,56,400.854948
4,57,431.686245
4,58,471.725340
4,59,542.231416
4,60,490.659609
4,61,445.713086
4,62,459.482071
4,63,415.331040
4,64,414.432589
4,65,456.848229
4,66,471.563015
4,67,522.123768
4,68,570.936531
4,69,611.019382
4,70,549.423198
4,71,530.020557
4,72,532.893275
4,73,510.396249
4,74,526.067747
4,75,521.063921
4,76,550.280105
4,77,597.862165
4,78,621.456017
4,79,683.507450
4,80,616.639882
4,81,599.787630
4,82,594.533699
4,83,602.159215
4,84,595.944415
4,85,617.111171
4,86,610.369693
4,87,669.451012
4,88,718.468789
4,89,740.200955
4,90,702.914828
4,91,649.369970
4,92,673.026106
4,93,658.866613
4,94,683.530790
4,95,678.763831
4,96,705.537370
4,97,745.849652
4,98,754.491250
4,99,814.601943
5,6,72.323718
5,7,144.561800
5,8,202.142936
5,9,295.660210
5,10,380.830792
5,11,337.888054
5,12,245.385228
5,13,186.592753
5,14,122.919659
5,15,115.439857
5,16,154.905344
5,17,199.401281
5,18,229.822942
5,19,302.008704
5,20,402.054464
5,21,353.913944
5,22,285.429926
5,23,219.463984
5,24,170.086757
5,25,164.902313
5,26,182.340730
5,27,243.407905
5,28,279.136690
5,29,340.289578
5,30,437.935484
5,31,379.486210
5,32,303.944090
5,33,291.327494
5,34,238.363156
5,35,259.374984
5,36,248.955720
5,37,289.851655
5,38,332.632044
5,39,404.333272
5,40,469.485026
5,41,415.940991
5,42,370.991660
5,43,346.841054
